client_id;montant_total;panier_moyen;frequence_achat;categorie_preferee;sexe;age;tranche_age
c_6574;1273.88;22.348771929824565;57;1.0;f;68.0;65+
c_6575;794.03;49.626875;16;2.0;m;20.0;<25
c_6576;240.57999999999998;16.038666666666664;15;0.0;f;24.0;<25
c_6577;555.3399999999999;19.14965517241379;29;1.0;f;65.0;55-65
c_6578;279.62;69.905;4;2.0;m;32.0;25-35
c_6579;1378.23;15.145384615384616;91;0.0;f;47.0;45-55
c_658;1089.18;18.153000000000002;60;1.0;f;65.0;55-65
c_6580;1736.22;16.856504854368932;103;0.0;f;72.0;65+
c_6581;265.84;13.291999999999998;20;0.0;f;42.0;35-45
c_6582;1126.6;17.33230769230769;65;0.0;m;34.0;25-35
c_6583;587.18;18.349375;32;1.0;f;60.0;55-65
c_6584;2247.15;13.957453416149068;161;0.0;m;38.0;35-45
c_6585;1005.6;22.854545454545455;44;1.0;m;30.0;25-35
c_6586;535.2;14.464864864864866;37;0.0;m;38.0;35-45
c_6587;1478.43;14.637920792079209;101;0.0;f;46.0;45-55
c_6588;1009.99;16.0315873015873;63;0.0;m;61.0;55-65
c_6589;584.28;14.250731707317073;41;0.0;m;47.0;45-55
c_659;3747.99;43.0803448275862;87;1.0;f;23.0;<25
c_6590;473.46;10.073617021276595;47;0.0;f;62.0;55-65
c_6591;1726.93;15.282566371681417;113;0.0;f;53.0;45-55
c_6592;386.19;12.0684375;32;0.0;f;33.0;25-35
c_6593;1462.86;32.507999999999996;45;1.0;f;25.0;<25
c_6594;429.69;16.52653846153846;26;1.0;m;60.0;55-65
c_6595;1135.27;13.677951807228915;83;0.0;f;48.0;45-55
c_6596;852.61;16.086981132075472;53;1.0;f;59.0;55-65
c_6597;2605.72;12.119627906976744;215;0.0;f;50.0;45-55
c_6598;294.78000000000003;13.39909090909091;22;0.0;f;57.0;55-65
c_6599;1237.6;12.376;100;0.0;f;44.0;35-45
c_66;108.19999999999999;13.524999999999999;8;0.0;f;56.0;55-65
c_660;2079.99;13.866599999999998;150;0.0;m;46.0;45-55
c_6600;1348.27;53.9308;25;2.0;m;31.0;25-35
c_6601;338.99;10.272424242424243;33;0.0;m;36.0;35-45
c_6602;879.51;16.913653846153846;52;1.0;m;58.0;55-65
c_6603;815.02;11.479154929577465;71;0.0;f;50.0;45-55
c_6604;1714.44;13.08732824427481;131;0.0;f;48.0;45-55
c_6605;2732.96;46.32135593220339;59;2.0;f;24.0;<25
c_6606;1093.09;13.494938271604937;81;0.0;m;46.0;45-55
c_6607;1122.02;15.162432432432432;74;0.0;f;54.0;45-55
c_6608;850.4;14.173333333333334;60;0.0;m;52.0;45-55
c_6609;203.32;18.483636363636364;11;1.0;f;70.0;65+
c_661;2606.06;44.17050847457627;59;2.0;f;24.0;<25
c_6610;120.74;60.37;2;2.0;f;24.0;<25
c_6611;601.41;15.42076923076923;39;1.0;m;57.0;55-65
c_6612;178.68;16.243636363636366;11;1.0;f;64.0;55-65
c_6613;463.65;12.879166666666666;36;0.0;f;39.0;35-45
c_6614;394.14;49.2675;8;1.0;f;20.0;<25
c_6615;1283.7;13.953260869565218;92;1.0;f;69.0;65+
c_6616;550.62;17.206875;32;1.0;f;70.0;65+
c_6617;2474.22;13.446847826086955;184;0.0;f;48.0;45-55
c_6618;1831.85;50.88472222222222;36;2.0;f;20.0;<25
c_6619;1098.49;35.43516129032258;31;1.0;f;30.0;25-35
c_662;2139.06;17.390731707317073;123;1.0;f;56.0;55-65
c_6620;766.92;14.470188679245283;53;0.0;m;35.0;25-35
c_6621;2019.4099999999999;17.408706896551724;116;1.0;f;61.0;55-65
c_6622;2118.48;14.217986577181208;149;0.0;m;36.0;35-45
c_6623;1139.87;15.403648648648646;74;0.0;m;45.0;35-45
c_6624;1884.12;17.60859813084112;107;1.0;m;71.0;65+
c_6625;669.0699999999999;11.94767857142857;56;0.0;f;45.0;35-45
c_6626;1007.36;13.799452054794521;73;0.0;m;63.0;55-65
c_6627;778.59;16.220625000000002;48;0.0;f;34.0;25-35
c_6628;332.35;16.6175;20;1.0;m;65.0;55-65
c_6629;1080.59;14.033636363636363;77;1.0;m;55.0;45-55
c_663;731.21;56.24692307692308;13;2.0;f;32.0;25-35
c_6630;629.12;27.35304347826087;23;1.0;f;20.0;<25
c_6631;1843.87;55.874848484848485;33;2.0;f;32.0;25-35
c_6632;481.58;19.263199999999998;25;0.0;m;26.0;25-35
c_6633;837.3199999999999;17.444166666666664;48;0.0;m;34.0;25-35
c_6634;901.63;17.33903846153846;52;1.0;f;60.0;55-65
c_6635;3704.54;13.926842105263157;266;0.0;f;41.0;35-45
c_6636;1015.27;26.032564102564102;39;1.0;f;32.0;25-35
c_6637;918.5999999999999;15.837931034482757;58;1.0;f;85.0;65+
c_6638;2356.02;14.633664596273292;161;1.0;m;66.0;65+
c_6639;569.53;63.28111111111111;9;2.0;m;28.0;25-35
c_664;2314.74;19.78410256410256;117;1.0;m;64.0;55-65
c_6640;706.01;37.15842105263158;19;2.0;f;21.0;<25
c_6641;958.35;12.950675675675676;74;0.0;m;38.0;35-45
c_6642;3547.67;18.008477157360407;197;1.0;m;60.0;55-65
c_6643;142.23;11.8525;12;0.0;f;52.0;45-55
c_6644;946.61;19.318571428571428;49;0.0;f;38.0;35-45
c_6645;1106.05;25.1375;44;1.0;m;32.0;25-35
c_6646;4799.87;14.075865102639296;341;0.0;m;50.0;45-55
c_6647;1081.96;49.18;22;2.0;f;25.0;<25
c_6648;1898.84;61.25290322580645;31;2.0;m;20.0;<25
c_6649;1524.39;14.114722222222223;108;0.0;m;50.0;45-55
c_665;1937.35;88.06136363636364;22;2.0;f;20.0;<25
c_6650;1398.28;14.415257731958762;97;1.0;m;45.0;35-45
c_6651;1288.34;61.3495238095238;21;2.0;f;22.0;<25
c_6652;1428.18;31.047391304347826;46;1.0;f;26.0;25-35
c_6653;2555.56;59.43162790697674;43;1.0;m;25.0;<25
c_6654;1867.52;17.78590476190476;105;1.0;m;78.0;65+
c_6655;1729.9;13.006766917293234;133;0.0;m;48.0;45-55
c_6656;359.09;14.962083333333332;24;0.0;f;55.0;45-55
c_6657;378.01;11.8128125;32;0.0;f;48.0;45-55
c_6658;538.04;17.356129032258064;31;1.0;f;56.0;55-65
c_6659;498.91999999999996;17.818571428571428;28;1.0;f;84.0;65+
c_666;354.21999999999997;11.069374999999999;32;0.0;m;38.0;35-45
c_6660;255.47;12.7735;20;0.0;f;35.0;25-35
c_6661;1824.81;17.05429906542056;107;1.0;f;70.0;65+
c_6662;704.4;30.62608695652174;23;1.0;f;24.0;<25
c_6663;722.4;11.842622950819672;61;0.0;f;44.0;35-45
c_6664;2924.72;11.840971659919028;247;0.0;f;34.0;25-35
c_6665;769.1899999999999;16.721521739130434;46;1.0;f;63.0;55-65
c_6666;1004.91;12.254999999999999;82;0.0;f;45.0;35-45
c_6667;572.98;15.485945945945947;37;1.0;f;82.0;65+
c_6668;3211.1;42.251315789473686;76;1.0;f;20.0;<25
c_6669;3575.22;15.085316455696201;237;0.0;m;45.0;35-45
c_667;2589.54;45.43052631578947;57;2.0;m;31.0;25-35
c_6670;2619.66;12.534258373205741;209;0.0;f;38.0;35-45
c_6671;2053.59;20.13323529411765;102;1.0;f;84.0;65+
c_6672;1720.51;13.337286821705426;129;0.0;m;42.0;35-45
c_6673;332.98;11.099333333333334;30;0.0;m;34.0;25-35
c_6674;638.39;45.59928571428571;14;1.0;m;23.0;<25
c_6675;1024.54;68.30266666666667;15;2.0;m;21.0;<25
c_6676;798.54;24.954375;32;1.0;m;26.0;25-35
c_6677;2618.12;40.908125;64;1.0;f;27.0;25-35
c_6678;432.81;13.115454545454545;33;0.0;f;41.0;35-45
c_6679;623.99;22.285357142857144;28;0.0;f;27.0;25-35
c_668;364.35;45.54375;8;2.0;m;30.0;25-35
c_6680;2332.73;13.88529761904762;168;0.0;m;45.0;35-45
c_6681;330.37;13.765416666666667;24;1.0;m;72.0;65+
c_6682;1186.26;15.208461538461538;78;0.0;f;36.0;35-45
c_6683;815.11;37.05045454545455;22;2.0;m;22.0;<25
c_6684;455.44;13.395294117647058;34;0.0;f;63.0;55-65
c_6685;177.6;29.599999999999998;6;1.0;f;20.0;<25
c_6686;1236.12;14.208275862068964;87;0.0;m;42.0;35-45
c_6687;1802.37;13.450522388059701;134;0.0;m;52.0;45-55
c_6688;2229.88;13.596829268292684;164;0.0;m;52.0;45-55
c_6689;306.23;11.778076923076924;26;0.0;f;68.0;65+
c_669;4514.35;12.300681198910082;367;0.0;m;36.0;35-45
c_6690;1086.16;13.086265060240965;83;0.0;m;42.0;35-45
c_6691;538.87;10.56607843137255;51;0.0;f;52.0;45-55
c_6692;2496.35;15.129393939393939;165;0.0;f;42.0;35-45
c_6693;727.11;17.312142857142856;42;1.0;m;59.0;55-65
c_6694;877.99;15.403333333333334;57;0.0;f;40.0;35-45
c_6695;1494.04;13.833703703703703;108;0.0;f;44.0;35-45
c_6696;3914.69;42.093440860215054;93;1.0;m;20.0;<25
c_6697;1934.78;14.122481751824818;137;0.0;f;51.0;45-55
c_6698;3253.59;40.669875000000005;80;1.0;f;28.0;25-35
c_6699;1070.57;11.895222222222221;90;0.0;f;38.0;35-45
c_67;1006.16;15.479384615384616;65;1.0;f;59.0;55-65
c_670;1260.23;36.00657142857143;35;0.0;m;22.0;<25
c_6700;2722.75;13.41256157635468;203;0.0;m;40.0;35-45
c_6701;557.12;15.917714285714286;35;0.0;f;47.0;45-55
c_6702;836.97;16.411176470588234;51;0.0;m;55.0;45-55
c_6703;543.86;15.995882352941177;34;0.0;f;41.0;35-45
c_6704;1149.43;15.532837837837839;74;1.0;f;55.0;45-55
c_6705;1105.6499999999999;22.564285714285713;49;0.0;m;20.0;<25
c_6706;394.64;39.464;10;1.0;f;79.0;65+
c_6707;1623.18;19.32357142857143;84;1.0;f;62.0;55-65
c_6708;810.9;23.16857142857143;35;0.0;m;25.0;<25
c_6709;1990.69;16.45198347107438;121;1.0;m;54.0;45-55
c_671;1186.81;20.821228070175437;57;1.0;f;53.0;45-55
c_6710;59.81;8.544285714285715;7;0.0;m;49.0;45-55
c_6711;737.89;19.41815789473684;38;0.0;f;67.0;65+
c_6712;373.62;26.687142857142856;14;1.0;m;63.0;55-65
c_6713;487.85;18.763461538461538;26;1.0;f;61.0;55-65
c_6715;795.66;26.522;30;1.0;m;27.0;25-35
c_6716;2122.6;14.638620689655172;145;0.0;f;36.0;35-45
c_6717;1693.03;18.604725274725276;91;1.0;m;57.0;55-65
c_6718;195.84;12.24;16;0.0;f;45.0;35-45
c_6719;2225.72;48.385217391304344;46;2.0;m;29.0;25-35
c_672;587.01;13.97642857142857;42;0.0;m;33.0;25-35
c_6720;1333.07;17.3125974025974;77;0.0;m;60.0;55-65
c_6721;1912.79;18.21704761904762;105;1.0;f;59.0;55-65
c_6722;1447.54;42.57470588235294;34;0.0;m;31.0;25-35
c_6723;980.59;11.81433734939759;83;0.0;f;42.0;35-45
c_6724;454.56999999999994;50.50777777777777;9;2.0;f;29.0;25-35
c_6725;235.47;13.081666666666667;18;0.0;m;53.0;45-55
c_6726;3993.99;13.26906976744186;301;0.0;f;50.0;45-55
c_6727;1316.43;28.61804347826087;46;1.0;f;22.0;<25
c_6728;259.34999999999997;18.525;14;1.0;f;67.0;65+
c_6729;1022.55;21.756382978723405;47;0.0;f;27.0;25-35
c_673;2036.97;43.339787234042554;47;1.0;m;25.0;<25
c_6730;2940.67;13.805962441314554;213;0.0;f;39.0;35-45
c_6731;2153.74;46.82043478260869;46;2.0;f;23.0;<25
c_6732;1012.56;16.875999999999998;60;1.0;f;57.0;55-65
c_6733;1999.95;36.36272727272728;55;2.0;f;21.0;<25
c_6734;1601.46;47.10176470588235;34;2.0;m;20.0;<25
c_6736;1675.84;55.86133333333333;30;2.0;m;31.0;25-35
c_6737;515.55;34.37;15;1.0;m;25.0;<25
c_6738;183.66;11.47875;16;0.0;m;45.0;35-45
c_6739;779.02;14.981153846153846;52;1.0;m;55.0;45-55
c_674;28.58;9.526666666666666;3;0.0;m;64.0;55-65
c_6740;1434.53;13.662190476190476;105;0.0;f;57.0;55-65
c_6741;1605.84;13.494453781512604;119;0.0;f;52.0;45-55
c_6742;230.37;10.97;21;0.0;f;39.0;35-45
c_6743;1094.66;57.61368421052632;19;2.0;m;32.0;25-35
c_6744;1804.16;13.169051094890511;137;0.0;m;37.0;35-45
c_6745;645.5699999999999;12.414807692307692;52;0.0;f;57.0;55-65
c_6746;1045.01;14.928714285714285;70;1.0;f;53.0;45-55
c_6747;265.07;18.93357142857143;14;1.0;f;61.0;55-65
c_6748;355.07;14.2028;25;0.0;m;41.0;35-45
c_6749;2105.0099999999998;42.100199999999994;50;2.0;f;21.0;<25
c_675;822.8199999999999;41.141;20;2.0;f;24.0;<25
c_6750;1105.11;13.476951219512195;82;0.0;f;50.0;45-55
c_6751;1593.8899999999999;30.651730769230767;52;1.0;m;28.0;25-35
c_6752;1354.78;17.826052631578946;76;0.0;m;37.0;35-45
c_6753;1528.53;12.528934426229508;122;0.0;f;33.0;25-35
c_6754;787.85;16.413541666666667;48;0.0;f;56.0;55-65
c_6755;1510.87;11.803671875;128;0.0;m;47.0;45-55
c_6756;1028.22;26.364615384615384;39;1.0;f;32.0;25-35
c_6757;622.29;47.86846153846154;13;2.0;f;26.0;25-35
c_6758;326.57;16.3285;20;1.0;f;92.0;65+
c_6759;682.88;13.132307692307693;52;0.0;m;47.0;45-55
c_676;245.63;18.894615384615385;13;1.0;m;53.0;45-55
c_6760;644.36;16.522051282051283;39;1.0;m;53.0;45-55
c_6761;2873.7599999999998;79.82666666666665;36;2.0;f;27.0;25-35
c_6762;1287.43;11.703909090909091;110;0.0;f;48.0;45-55
c_6763;313.49;44.784285714285716;7;1.0;f;21.0;<25
c_6764;733.26;43.13294117647059;17;0.0;f;25.0;<25
c_6765;722.9399999999999;19.538918918918917;37;1.0;f;66.0;65+
c_6766;772.85;30.914;25;1.0;f;20.0;<25
c_6767;1249.8799999999999;14.366436781609194;87;0.0;f;38.0;35-45
c_6768;671.37;29.19;23;0.0;f;29.0;25-35
c_6769;2013.17;15.485923076923077;130;0.0;m;45.0;35-45
c_677;1030.25;17.170833333333334;60;0.0;f;51.0;45-55
c_6770;2389.47;18.102045454545454;132;1.0;m;64.0;55-65
c_6771;539.9;14.207894736842105;38;0.0;f;43.0;35-45
c_6772;1140.99;16.299857142857142;70;1.0;f;57.0;55-65
c_6773;2540.15;19.390458015267175;131;1.0;f;65.0;55-65
c_6774;518.13;12.04953488372093;43;0.0;f;45.0;35-45
c_6775;4587.55;13.0328125;352;0.0;m;41.0;35-45
c_6776;477.23;12.558684210526316;38;0.0;f;74.0;65+
c_6777;190.45;15.870833333333332;12;1.0;m;66.0;65+
c_6778;298.0;12.416666666666666;24;0.0;m;66.0;65+
c_6779;481.84999999999997;28.344117647058823;17;0.0;m;29.0;25-35
c_678;790.4;15.808;50;0.0;m;60.0;55-65
c_6780;991.66;16.80779661016949;59;1.0;m;53.0;45-55
c_6781;1863.96;15.931282051282052;117;1.0;m;58.0;55-65
c_6782;2911.45;36.85379746835443;79;1.0;f;23.0;<25
c_6783;1438.84;12.962522522522521;111;0.0;m;48.0;45-55
c_6784;694.08;11.966896551724139;58;0.0;f;33.0;25-35
c_6785;1444.73;16.23292134831461;89;1.0;f;62.0;55-65
c_6786;2097.7599999999998;40.341538461538455;52;1.0;m;20.0;<25
c_6787;706.61;15.702444444444446;45;0.0;m;55.0;45-55
c_6788;376.95;17.95;21;1.0;m;81.0;65+
c_6789;906.78;23.25076923076923;39;0.0;f;29.0;25-35
c_679;479.63;11.698292682926828;41;0.0;f;38.0;35-45
c_6790;1138.6;13.239534883720928;86;0.0;f;44.0;35-45
c_6791;673.0;28.041666666666668;24;0.0;f;24.0;<25
c_6792;2003.12;12.441739130434781;161;0.0;f;33.0;25-35
c_6793;340.49;14.187083333333334;24;0.0;f;76.0;65+
c_6794;816.29;16.3258;50;0.0;f;39.0;35-45
c_6795;2082.75;16.021153846153847;130;0.0;f;59.0;55-65
c_6796;323.45;11.97962962962963;27;0.0;m;39.0;35-45
c_6797;633.67;14.401590909090908;44;1.0;f;64.0;55-65
c_6798;3351.61;13.849628099173554;242;0.0;m;40.0;35-45
c_6799;2123.61;16.721338582677166;127;1.0;f;76.0;65+
c_68;680.97;15.476590909090909;44;1.0;f;65.0;55-65
c_680;255.38;11.608181818181817;22;0.0;f;70.0;65+
c_6800;1389.18;14.17530612244898;98;0.0;f;45.0;35-45
c_6801;2432.31;12.409744897959184;196;0.0;f;36.0;35-45
c_6802;2061.74;14.025442176870747;147;0.0;m;41.0;35-45
c_6803;844.84;14.319322033898306;59;0.0;f;36.0;35-45
c_6804;876.99;11.539342105263158;76;0.0;m;34.0;25-35
c_6805;665.34;27.7225;24;1.0;f;56.0;55-65
c_6806;1915.3;12.277564102564103;156;0.0;m;45.0;35-45
c_6807;947.52;15.53311475409836;61;0.0;f;70.0;65+
c_6808;1773.78;15.69716814159292;113;1.0;f;57.0;55-65
c_6809;654.87;11.290862068965517;58;0.0;m;38.0;35-45
c_681;1466.01;13.701028037383178;107;0.0;m;36.0;35-45
c_6810;1857.04;17.856153846153845;104;1.0;f;54.0;45-55
c_6811;680.76;14.1825;48;0.0;m;37.0;35-45
c_6812;1456.1299999999999;37.336666666666666;39;2.0;f;24.0;<25
c_6813;2503.41;12.035625;208;0.0;f;45.0;35-45
c_6814;1797.35;57.979032258064514;31;2.0;m;31.0;25-35
c_6815;1173.26;55.86952380952381;21;2.0;f;30.0;25-35
c_6816;321.39;40.17375;8;2.0;m;24.0;<25
c_6817;347.38;43.4225;8;2.0;f;20.0;<25
c_6818;387.59;38.759;10;1.0;m;27.0;25-35
c_6819;2093.18;11.50098901098901;182;0.0;m;44.0;35-45
c_682;4129.64;12.438674698795182;332;0.0;f;50.0;45-55
c_6820;1023.27;11.761724137931035;87;0.0;m;46.0;45-55
c_6821;788.39;19.70975;40;1.0;m;83.0;65+
c_6822;1421.51;17.768875;80;1.0;f;53.0;45-55
c_6823;1643.11;17.479893617021276;94;1.0;m;66.0;65+
c_6824;1085.94;15.969705882352942;68;1.0;m;56.0;55-65
c_6825;668.82;17.600526315789477;38;1.0;m;56.0;55-65
c_6826;2426.6;13.48111111111111;180;0.0;f;43.0;35-45
c_6827;3048.51;11.861906614785994;257;0.0;f;47.0;45-55
c_6828;619.76;61.976;10;2.0;f;27.0;25-35
c_6829;467.35;12.631081081081081;37;0.0;m;42.0;35-45
c_683;596.38;18.636875;32;1.0;f;66.0;65+
c_6830;303.12;12.63;24;0.0;m;71.0;65+
c_6831;272.96;15.164444444444444;18;0.0;m;38.0;35-45
c_6832;1757.43;50.21228571428571;35;2.0;f;28.0;25-35
c_6833;1546.98;14.874807692307693;104;1.0;f;77.0;65+
c_6834;2141.7;17.412195121951218;123;1.0;f;69.0;65+
c_6835;408.42;15.708461538461538;26;0.0;m;70.0;65+
c_6836;1051.26;17.233770491803277;61;0.0;m;59.0;55-65
c_6837;115.98;57.99;2;2.0;f;29.0;25-35
c_6838;452.28;20.55818181818182;22;1.0;m;62.0;55-65
c_6839;2411.15;16.86118881118881;143;1.0;f;60.0;55-65
c_684;848.51;17.316530612244897;49;1.0;f;57.0;55-65
c_6840;1558.65;16.235937500000002;96;0.0;m;76.0;65+
c_6841;771.93;28.59;27;0.0;f;20.0;<25
c_6842;282.85;10.878846153846155;26;0.0;f;64.0;55-65
c_6843;1470.8899999999999;44.57242424242424;33;1.0;f;20.0;<25
c_6844;654.6700000000001;43.64466666666667;15;2.0;m;27.0;25-35
c_6845;1348.8600000000001;67.44300000000001;20;2.0;m;22.0;<25
c_6846;1181.44;13.274606741573034;89;0.0;m;50.0;45-55
c_6847;3071.5299999999997;14.025251141552511;219;0.0;f;46.0;45-55
c_6848;117.44999999999999;9.7875;12;0.0;f;34.0;25-35
c_6849;1765.71;13.68767441860465;129;0.0;m;46.0;45-55
c_685;825.11;22.30027027027027;37;0.0;m;25.0;<25
c_6850;2489.0299999999997;12.963697916666666;192;0.0;f;37.0;35-45
c_6851;1602.21;13.578050847457627;118;0.0;m;38.0;35-45
c_6852;1300.92;68.46947368421053;19;2.0;m;25.0;<25
c_6853;430.82;86.164;5;2.0;f;20.0;<25
c_6854;2199.9;18.964655172413792;116;1.0;m;61.0;55-65
c_6855;2514.8199999999997;13.817692307692306;182;0.0;m;36.0;35-45
c_6856;475.15999999999997;10.799090909090909;44;0.0;m;34.0;25-35
c_6857;630.51;17.514166666666668;36;1.0;m;55.0;45-55
c_6858;770.99;16.40404255319149;47;0.0;f;53.0;45-55
c_6859;257.08;14.282222222222222;18;0.0;f;73.0;65+
c_686;674.73;74.97;9;2.0;m;24.0;<25
c_6860;2428.79;16.86659722222222;144;1.0;m;73.0;65+
c_6861;118.82;10.80181818181818;11;0.0;m;58.0;55-65
c_6863;462.26;13.595882352941176;34;0.0;f;66.0;65+
c_6864;1310.5;18.45774647887324;71;1.0;f;83.0;65+
c_6865;756.7;12.20483870967742;62;0.0;f;47.0;45-55
c_6866;549.58;23.894782608695653;23;0.0;m;31.0;25-35
c_6867;1116.8999999999999;31.024999999999995;36;0.0;m;21.0;<25
c_6868;851.51;14.938771929824561;57;0.0;m;41.0;35-45
c_6869;624.19;16.87;37;0.0;f;56.0;55-65
c_687;544.18;15.11611111111111;36;0.0;f;56.0;55-65
c_6870;552.39;78.91285714285713;7;0.0;m;32.0;25-35
c_6871;369.1;14.764000000000001;25;0.0;m;55.0;45-55
c_6872;3738.44;12.802876712328768;292;0.0;m;46.0;45-55
c_6873;2697.32;14.19642105263158;190;0.0;m;42.0;35-45
c_6874;1139.49;12.25258064516129;93;0.0;f;36.0;35-45
c_6875;869.3;17.740816326530613;49;1.0;m;61.0;55-65
c_6876;3244.43;52.32951612903226;62;2.0;f;29.0;25-35
c_6877;92.35;15.391666666666666;6;0.0;m;74.0;65+
c_6878;2362.9;14.861006289308177;159;0.0;m;74.0;65+
c_6879;105.16;35.053333333333335;3;1.0;f;27.0;25-35
c_688;1611.26;42.40157894736842;38;2.0;m;30.0;25-35
c_6880;1608.58;22.65605633802817;71;0.0;m;33.0;25-35
c_6881;3106.95;14.45093023255814;215;0.0;m;44.0;35-45
c_6882;2034.78;16.9565;120;0.0;f;60.0;55-65
c_6883;1144.27;16.583623188405795;69;0.0;m;64.0;55-65
c_6884;337.09;48.15571428571428;7;2.0;m;30.0;25-35
c_6885;707.48;17.687;40;1.0;m;67.0;65+
c_6886;1369.75;18.763698630136986;73;1.0;f;57.0;55-65
c_6887;1231.3;39.71935483870968;31;1.0;f;20.0;<25
c_6888;660.34;13.206800000000001;50;0.0;m;44.0;35-45
c_6889;163.85;18.205555555555556;9;1.0;f;56.0;55-65
c_689;819.24;13.88542372881356;59;0.0;f;40.0;35-45
c_6890;1082.16;16.648615384615386;65;1.0;f;65.0;55-65
c_6891;1706.1;37.089130434782604;46;2.0;m;30.0;25-35
c_6892;2492.92;56.657272727272726;44;2.0;m;23.0;<25
c_6893;615.17;10.606379310344828;58;0.0;f;41.0;35-45
c_6894;2331.83;12.403351063829787;188;0.0;f;36.0;35-45
c_6895;3859.66;12.908561872909699;299;0.0;f;35.0;25-35
c_6896;465.39;27.375882352941176;17;1.0;f;32.0;25-35
c_6897;1392.3;16.979268292682928;82;1.0;f;65.0;55-65
c_6898;1871.23;13.365928571428572;140;0.0;f;41.0;35-45
c_6899;1860.69;15.768559322033898;118;0.0;f;51.0;45-55
c_69;210.16;19.105454545454545;11;1.0;m;56.0;55-65
c_690;1363.1499999999999;16.423493975903614;83;0.0;f;61.0;55-65
c_6900;257.06;14.28111111111111;18;0.0;m;36.0;35-45
c_6901;698.53;12.93574074074074;54;0.0;f;38.0;35-45
c_6902;307.53;15.376499999999998;20;1.0;m;69.0;65+
c_6903;562.75;11.48469387755102;49;0.0;f;37.0;35-45
c_6904;817.06;12.379696969696969;66;0.0;f;47.0;45-55
c_6905;560.56;15.57111111111111;36;0.0;f;45.0;35-45
c_6906;2891.2;12.097071129707112;239;0.0;m;38.0;35-45
c_6907;3367.81;12.953115384615385;260;0.0;m;47.0;45-55
c_6908;1807.52;16.736296296296295;108;1.0;f;58.0;55-65
c_6909;876.46;13.484;65;0.0;m;43.0;35-45
c_691;1681.1499999999999;17.154591836734692;98;1.0;f;76.0;65+
c_6910;1162.3;34.18529411764706;34;1.0;f;20.0;<25
c_6911;909.1099999999999;23.92394736842105;38;1.0;f;29.0;25-35
c_6912;879.0799999999999;18.703829787234042;47;1.0;f;75.0;65+
c_6913;1625.25;40.63125;40;2.0;m;21.0;<25
c_6914;250.51;13.917222222222222;18;0.0;f;49.0;45-55
c_6915;861.13;37.4404347826087;23;1.0;m;26.0;25-35
c_6916;722.8699999999999;34.42238095238095;21;2.0;m;29.0;25-35
c_6917;1571.97;12.57576;125;0.0;f;40.0;35-45
c_6918;599.01;12.22469387755102;49;0.0;f;42.0;35-45
c_6919;2830.98;65.83674418604652;43;2.0;f;32.0;25-35
c_692;1027.39;32.1059375;32;0.0;m;20.0;<25
c_6920;2299.64;13.853253012048192;166;0.0;f;34.0;25-35
c_6921;884.06;16.680377358490563;53;1.0;m;50.0;45-55
c_6922;2020.6699999999998;15.910787401574803;127;1.0;m;68.0;65+
c_6923;3692.49;13.427236363636363;275;0.0;f;42.0;35-45
c_6924;2137.0099999999998;12.720297619047617;168;0.0;f;39.0;35-45
c_6925;222.35;44.47;5;2.0;f;32.0;25-35
c_6926;748.65;15.596874999999999;48;0.0;m;36.0;35-45
c_6927;1628.95;15.513809523809524;105;1.0;f;58.0;55-65
c_6928;587.81;12.246041666666665;48;0.0;m;48.0;45-55
c_6929;1988.65;13.620890410958905;146;0.0;f;37.0;35-45
c_693;220.13;16.93307692307692;13;0.0;m;53.0;45-55
c_6931;1019.6999999999999;18.20892857142857;56;1.0;f;78.0;65+
c_6932;872.13;18.169375;48;1.0;m;61.0;55-65
c_6933;1023.26;56.84777777777778;18;2.0;m;31.0;25-35
c_6934;1009.37;11.34123595505618;89;0.0;f;47.0;45-55
c_6935;1193.79;17.555735294117646;68;0.0;m;46.0;45-55
c_6936;4018.4;14.149295774647888;284;0.0;m;47.0;45-55
c_6937;291.75;14.5875;20;0.0;m;54.0;45-55
c_6938;555.18;15.862285714285713;35;1.0;f;36.0;35-45
c_6939;691.4300000000001;34.5715;20;1.0;f;21.0;<25
c_694;435.54;43.554;10;2.0;m;29.0;25-35
c_6940;1075.85;16.81015625;64;1.0;m;79.0;65+
c_6941;925.4799999999999;48.70947368421052;19;2.0;m;24.0;<25
c_6942;317.73;11.3475;28;0.0;f;50.0;45-55
c_6943;1030.8;14.725714285714284;70;1.0;f;68.0;65+
c_6944;1864.81;16.95281818181818;110;1.0;f;91.0;65+
c_6945;1591.06;15.910599999999999;100;0.0;m;54.0;45-55
c_6946;722.8;18.53333333333333;39;1.0;f;83.0;65+
c_6947;838.9200000000001;93.21333333333334;9;2.0;m;22.0;<25
c_6948;886.66;28.601935483870967;31;0.0;m;21.0;<25
c_6949;181.44;10.672941176470587;17;0.0;m;57.0;55-65
c_695;3330.69;14.05354430379747;237;0.0;f;47.0;45-55
c_6950;4231.4;12.861398176291793;329;0.0;f;35.0;25-35
c_6951;2112.57;11.671657458563537;181;0.0;m;37.0;35-45
c_6952;1859.41;13.002867132867133;143;0.0;f;47.0;45-55
c_6953;666.15;16.247560975609755;41;0.0;m;65.0;55-65
c_6954;631.33;15.39829268292683;41;0.0;f;34.0;25-35
c_6955;561.61;18.116451612903226;31;1.0;f;66.0;65+
c_6956;2133.07;14.412635135135137;148;0.0;m;59.0;55-65
c_6957;1216.85;17.63550724637681;69;1.0;f;71.0;65+
